uid,sample,gender,age_2,dwelling,industry,social_involve_1,social_involve_2,social_involve_3,social_involve_4,social_involve_5,social_involve_6,volunteerdonate_1,volunteerdonate_2,volunteerdonate_3,volunteerdonate_4,volunteerdonate_7,snetwork_ethnicity,snetwork_nationality,snetwork_religion,snetwork_income,snetwork_education,snetwork_sorientation,close_sg_friends,support_immedfam,support_extfam,support_worksch,support_friends,outcome_connection,outcome_future,online_news,online_sm,online_areasinterest,online_sharemedia,marital_stats,children,age_youngestchild,hh_grandparents,hh_parents,hh_siblings,hh_spouse,hh_children,hh_relatives,hh_helper,hh_mates,hh_employer_their_family,hh_grandchildren,hh_other,hh_none,highest_ed,institution_deg,occupation,mhi,mpi,weight,pillarbeh_1,pillarbeh_2,pillarbeh_3,pillarbeh_4,pillarbeh_5,pillarbeh_6,pillarbeh_7,pillarbeh_8,pillarbeh_9,pillarbeh_10,pillarbeh_11,pillarbeh_12,pillarbeh_13,pillarbeh_14,pillarbeh_15,pillarvals_1,pillarvals_2,pillarvals_3,pillarvals_4,pillarvals_5,pillarvals_6,pillarvals_7,pillarvals_8,pillarvals_9,pillarvals_12,pillarvals_13,pillarvals_14,pillarvals_21,pillarvals_22,pillarvals_23,pillarvals_24,pillarvals_25,pillarvals_26,pillarvals_29,pillarvals_30,pillarvals_31,pillarvals_32,pillarvals_33
2125,Resident (Citizen/PR),Male,45-54 years old,HDB 4 room,Construction,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,8,7,8,10 - Very strong,9,Daily,Less frequently,Daily,A few times a month,Married,Yes,9,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Post graduate degree,"Singapore university (e.g. NUS, NTU, SMU, SUSS, SIT, SUTD)","Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)","S$9,001-S$10,000","S$9,001-S$10,000",0.867050428,9,8,7,8,7,7,5,7,7,8,8,8,7,7,9,8,9,8,7,9,8,3,8,7,8,8,10 - Strongly agree,7,8,7,8,7,10 - Strongly agree,9,8,9,9,10 - Strongly agree
2132,Resident (Citizen/PR),Male,35-44 years old,HDB 3 room,Manufacturing,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,10 - A lot,0 - Not at all,3,3,4,5,Daily,Daily,A few times a week,A few times a week,Married,Yes,5,No,No,No,No,No,No,No,Yes,No,No,No,No,Polytechnic / diploma,-,"Associate professionals (e.g. Paramedic, Assistant Engineer etc)","S$2,001-S$3,000","S$2,001-S$3,000",0.803894676,5,5,2,2,2,5,2,5,1,5,5,5,2,6,2,5,5,5,3,6,3,1,5,5,5,3,5,5,5,5,5,5,2,6,6,4,4,6
2148,Resident (Citizen/PR),Female,35-44 years old,HDB 4 room,Health and social services,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,10 - A lot,9,10 - A lot,10 - A lot,7,7,A few times a week,Daily,Daily,Less frequently,Single,No,-,No,No,No,No,No,No,No,Yes,No,No,No,No,University / degree,Non-Singapore based university / institution (via online learning),"Clerical support workers (e.g. Clerks, Customer service officers, Secretary, Receptionists etc)","S$3,001-S$4,000","S$3,001-S$4,000",0.828076156,10 - Strongly agree,8,9,8,8,10 - Strongly agree,5,8,5,10 - Strongly agree,9,9,8,9,10 - Strongly agree,10 - Strongly agree,9,9,9,10 - Strongly agree,10 - Strongly agree,8,9,9,10 - Strongly agree,9,8,9,9,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,9,10 - Strongly agree,9
2169,Resident (Citizen/PR),Female,35-44 years old,HDB 4 room,Food and beverage,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,10 - A lot,0 - Not at all,10 - A lot,10 - A lot,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Less frequently,Daily,Married,Yes,19,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),"Clerical support workers (e.g. Clerks, Customer service officers, Secretary, Receptionists etc)","S$5,001-S$6,000","S$1,000-2,000",0.852792993,10 - Strongly agree,5,5,6,1,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,1,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree
2175,Resident (Citizen/PR),Male,35-44 years old,HDB 4 room,Finance / Banking / Insurance,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,10 - A lot,5,10 - A lot,10 - A lot,6,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,Less frequently,Married,Yes,10,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)","S$9,001-S$10,000","S$9,001-S$10,000",0.887653621,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,0 - Do not agree at all,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,0 - Do not agree at all,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,1,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,5,5,5,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree
2181,Resident (Citizen/PR),Male,35-44 years old,HDB 4 room,Tourism / Hospitality / Accommodation,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,7,6,7,7,8,Daily,Daily,A few times a month,A few times a week,Married,Yes,8,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),Executives / officers,"S$9,001-S$10,000","S$4,001-S$5,000",0.861926405,9,8,8,7,7,8,1,6,3,7,9,5,8,7,7,7,7,9,4,7,8,7,8,9,7,9,9,7,7,8,7,7,9,8,8,9,8,8
2218,Resident (Citizen/PR),Female,55-64 years old,HDB 3 room,Manufacturing,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,10 - A lot,10 - A lot,8,9,9,7,Less frequently,Less frequently,Less frequently,Less frequently,Married,No,-,No,No,No,Yes,No,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,"Plant, Machine Operators and Assemblers (e.g. Machine operator, Crane Operator, Driver etc)","S$2,001-S$3,000","S$1,000-2,000",0.870349879,5,10 - Strongly agree,7,5,5,5,5,0 - Do not agree at all,5,8,8,8,5,6,5,8,10 - Strongly agree,10 - Strongly agree,5,6,8,5,6,5,10 - Strongly agree,8,8,5,10 - Strongly agree,5,8,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,10 - Strongly agree,8,8
2238,Resident (Citizen/PR),Male,35-44 years old,HDB 3 room,Marine,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0 - Not at all,5,7,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,A few times a week,Married,Yes,3,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Polytechnic / diploma,-,"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)","S$3,001-S$4,000","S$3,001-S$4,000",0.803894676,5,5,5,9,5,10 - Strongly agree,5,5,5,9,5,5,5,5,9,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree
2270,Resident (Citizen/PR),Female,45-54 years old,Landed property,Not currently working,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,8,8,0 - Not at all,7,6,6,Less frequently,Daily,Daily,A few times a week,Married,Yes,12,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,Home maker,Refuse,-,0.828567071,9,6,2,7,0 - Do not agree at all,8,0 - Do not agree at all,5,0 - Do not agree at all,6,6,6,5,5,7,5,5,6,6,6,6,5,7,5,6,5,7,6,5,5,6,7,5,7,6,7,6,5
2271,Resident (Citizen/PR),Female,35-44 years old,HDB 5 room / Executive,Food and beverage,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,6,10 - A lot,10 - A lot,6,6,A few times a week,Daily,A few times a month,A few times a month,Married,Yes,4,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Polytechnic / diploma,-,Executives / officers,"S$4,001-S$5,000","S$2,001-S$3,000",1.432396011,5,6,6,5,5,6,5,5,6,6,6,5,6,6,6,5,6,5,6,6,6,6,6,5,5,5,6,6,5,5,6,7,6,6,5,6,5,5
2355,Resident (Citizen/PR),Female,35-44 years old,HDB 4 room,Health and social services,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 - A lot,9,8,8,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,A few times a week,Daily,Married,Yes,3,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)","S$3,001-S$4,000","S$2,001-S$3,000",0.828076156,9,8,9,9,9,9,2,6,2,8,9,9,8,9,8,9,9,9,9,9,9,8,9,9,9,9,9,8,9,9,8,9,9,8,9,8,8,8
2392,Resident (Citizen/PR),Male,25-34 years old,HDB 5 room / Executive,Food and beverage,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,6,6,6,8,8,Daily,Daily,Daily,Daily,Married,Yes,5,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Technical / vocational school,-,Middle management (managerial),"$13,001-$14,000","S$4,001-S$5,000",1.447118165,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,6,6,6,6,6,2,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,9,9,5,9,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,6,9,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,9,5,9,9
2483,Resident (Citizen/PR),Female,35-44 years old,HDB 5 room / Executive,Not currently working,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,10 - A lot,10 - A lot,0 - Not at all,9,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,Less frequently,Married,Yes,18,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),Home maker,"S$3,001-S$4,000",-,1.255461527,9,10 - Strongly agree,5,10 - Strongly agree,5,9,5,5,10 - Strongly agree,10 - Strongly agree,5,9,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,9,10 - Strongly agree,9,9,9,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,9,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree
2494,Resident (Citizen/PR),Female,35-44 years old,Private apartment / Condominium,Not currently working,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 - A lot,2,1,6,7,7,A few times a week,A few times a week,A few times a month,A few times a week,Married,Yes,17,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),Home maker,Refuse,-,0.87932326,9,8,8,8,5,5,3,3,7,8,8,8,7,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2503,Resident (Citizen/PR),Female,45-54 years old,HDB 4 room,Not currently working,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,7,3,0 - Not at all,7,6,6,A few times a week,Daily,A few times a week,Less frequently,Married,Yes,16,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),Home maker,"S$2,001-S$3,000",-,0.978762877,7,8,5,6,7,6,6,6,6,6,7,5,7,5,7,7,8,6,7,7,7,5,6,5,7,7,6,7,6,7,7,7,7,7,7,5,7,7
2531,Resident (Citizen/PR),Male,35-44 years old,HDB 5 room / Executive,"Professional, Scientific and Technical Activities",No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,3,0 - Not at all,2,4,5,7,Daily,Daily,A few times a week,Less frequently,Married,Yes,3,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Post graduate degree,Non-Singapore university (studied overseas most or all of the time),"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)",Refuse,Refuse,1.306782514,3,7,7,2,7,8,3,7,3,8,8,7,8,7,7,7,9,6,3,9,5,7,5,8,8,9,9,8,9,7,8,8,9,8,9,8,8,8
2612,Resident (Citizen/PR),Female,35-44 years old,HDB 4 room,Not currently working,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,10 - A lot,7,3,3,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Less frequently,A few times a week,Less frequently,Married,Yes,10,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),Home maker,"S$6,001-S$7,000",-,0.972978665,10 - Strongly agree,8,7,2,2,6,2,5,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,4,5,10 - Strongly agree,10 - Strongly agree,6,8,9,5,10 - Strongly agree,5,8,7,3,9,7,8,6,6,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,9,10 - Strongly agree
2634,Resident (Citizen/PR),Female,35-44 years old,HDB 5 room / Executive,Transportation/logistics/shipping,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,6,5,5,4,6,6,Daily,Daily,A few times a week,Daily,Married,Yes,Less than 1 year,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university with a Singapore campus (studied locally most or all of the time),"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)","S$9,001-S$10,000","S$4,001-S$5,000",1.432396011,7,6,5,6,5,7,5,0 - Do not agree at all,5,5,6,5,7,7,4,6,7,5,5,6,7,7,7,6,5,7,7,6,7,6,6,7,10 - Strongly agree,8,7,8,7,8
2654,Resident (Citizen/PR),Female,25-34 years old,HDB 4 room,Information and Communications,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,5,5,6,9,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,A few times a week,A few times a month,Married,Yes,Less than 1 year,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university via partnerships with a Singapore university or institution,"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)",Refuse,Refuse,0.944374613,10 - Strongly agree,10 - Strongly agree,8,8,5,10 - Strongly agree,5,9,8,10 - Strongly agree,10 - Strongly agree,8,8,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,8,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree
2665,Resident (Citizen/PR),Male,35-44 years old,HDB 4 room,Security,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,8,7,8,8,8,7,Daily,Daily,A few times a week,Less frequently,Married,Yes,9,No,No,No,Yes,Yes,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,"Associate professionals (e.g. Paramedic, Assistant Engineer etc)","S$4,001-S$5,000","S$1,000-2,000",0.861926405,8,8,7,5,2,6,5,5,2,8,10 - Strongly agree,7,7,6,8,8,8,8,8,8,7,6,6,7,6,7,9,8,7,8,8,8,10 - Strongly agree,9,8,8,8,10 - Strongly agree
2673,Resident (Citizen/PR),Male,45-54 years old,HDB 5 room / Executive,Information and Communications,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,6,9,9,9,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,A few times a month,Married,Yes,19,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Post graduate degree,Non-Singapore university (studied overseas most or all of the time),"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)","$11,001-$12,000","S$10,001-$11,000",1.314551139,10 - Strongly agree,9,9,10 - Strongly agree,10 - Strongly agree,8,9,9,7,9,10 - Strongly agree,7,9,9,9,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,9,7,9,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,9,10 - Strongly agree
2689,Resident (Citizen/PR),Female,25-34 years old,HDB 5 room / Executive,Not currently working,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,10 - A lot,10 - A lot,5,7,7,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,A few times a week,Daily,Married,Yes,5,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Post graduate degree,Non-Singapore university (studied overseas most or all of the time),Home maker,"S$6,001-S$7,000",-,1.21855292,10 - Strongly agree,9,10 - Strongly agree,7,9,3,9,9,10 - Strongly agree,9,10 - Strongly agree,9,7,10 - Strongly agree,9,7,10 - Strongly agree,6,6,8,5,0 - Do not agree at all,6,5,9,9,10 - Strongly agree,8,8,8,9,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,7,7,10 - Strongly agree
2690,Resident (Citizen/PR),Female,25-34 years old,HDB 4 room,Health and social services,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,10 - A lot,10 - A lot,5,10 - A lot,8,8,Daily,Daily,A few times a month,A few times a week,Married,Yes,3,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)","S$5,001-S$6,000","S$2,001-S$3,000",0.803732011,10 - Strongly agree,9,8,9,9,9,7,7,10 - Strongly agree,9,8,7,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,9,8,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,10 - Strongly agree,10 - Strongly agree,9,7,8,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,10 - Strongly agree
2693,Resident (Citizen/PR),Female,45-54 years old,HDB 4 room,Not currently working,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,6,6,6,7,7,8,Less frequently,Daily,A few times a week,Daily,Married,Yes,19,No,Yes,No,No,Yes,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,Home maker,Refuse,-,0.978762877,5,5,6,5,5,6,5,5,4,5,0 - Do not agree at all,6,5,5,6,7,6,5,5,6,6,6,6,6,5,8,6,6,5,7,6,5,10 - Strongly agree,8,7,7,7,8
2717,Resident (Citizen/PR),Male,20-24 years old,HDB 3 room,Not currently working,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,6,5,5,8,9,Daily,Daily,Daily,A few times a month,Single,No,-,No,Yes,No,No,No,No,No,No,No,No,No,No,Polytechnic / diploma,-,National service (NS),"S$3,001-S$4,000","Below S$1,000",0.686815272,7,7,7,6,7,7,8,8,7,7,7,8,7,7,7,7,7,8,6,7,8,7,8,7,7,8,10 - Strongly agree,8,6,7,8,8,9,10 - Strongly agree,7,8,7,10 - Strongly agree
2741,Resident (Citizen/PR),Male,25-34 years old,HDB 3 room,"Professional, Scientific and Technical Activities",No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 - A lot,10 - A lot,10 - A lot,10 - A lot,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,A few times a week,Married,Yes,5,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Polytechnic / diploma,-,"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)","S$8,001-S$9,000","S$8,001-S$9,000",0.780261429,10 - Strongly agree,10 - Strongly agree,7,9,6,10 - Strongly agree,9,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,9,9,10 - Strongly agree,9,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree
2745,Resident (Citizen/PR),Female,35-44 years old,Private apartment / Condominium,Not currently working,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0 - Not at all,0 - Not at all,9,9,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,A few times a week,Married,Yes,2,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Post graduate degree,Non-Singapore university with a Singapore campus (studied locally most or all of the time),Home maker,"$13,001-$14,000",-,0.770706226,10 - Strongly agree,8,10 - Strongly agree,8,7,9,0 - Do not agree at all,6,8,10 - Strongly agree,10 - Strongly agree,6,10 - Strongly agree,9,10 - Strongly agree,9,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,7,10 - Strongly agree,8,7,10 - Strongly agree,7,10 - Strongly agree,10 - Strongly agree,7,6,7,10 - Strongly agree,10 - Strongly agree,9,9,10 - Strongly agree,10 - Strongly agree
2753,Resident (Citizen/PR),Female,25-34 years old,HDB 4 room,Not currently working,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,10 - A lot,10 - A lot,5,10 - A lot,10 - Very strong,5,Daily,Daily,Less frequently,A few times a month,Married,Yes,Less than 1 year,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),Home maker,Refuse,-,0.827722211,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,0 - Do not agree at all,7,10 - Strongly agree,5,10 - Strongly agree,6,8,9,10 - Strongly agree,8,10 - Strongly agree,10 - Strongly agree,9,6,7,9,7,8,10 - Strongly agree,9,8,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,9,9,9,6,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree
2778,Resident (Citizen/PR),Male,55-64 years old,HDB 1-2 room,Other,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,6,6,7,7,9,8,Less frequently,A few times a month,Less frequently,Less frequently,Single,No,-,No,No,No,No,No,No,No,Yes,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,"Craftsmen and related trades workers (e.g. Electrician, Plumber, Contractor, Baker etc)",Refuse,"S$2,001-S$3,000",0.697924621,7,8,5,5,0 - Do not agree at all,8,0 - Do not agree at all,1,0 - Do not agree at all,7,8,2,8,6,9,5,8,5,4,5,5,4,5,5,7,6,5,8,8,7,8,8,9,8,9,9,8,9
2794,Resident (Citizen/PR),Female,45-54 years old,HDB 4 room,Not currently working,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,10 - A lot,10 - A lot,0 - Not at all,10 - A lot,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,A few times a month,Less frequently,A few times a week,Daily,Married,Yes,More than 20 years old,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),Home maker,"$10,001-$11,000",-,0.857862718,9,10 - Strongly agree,10 - Strongly agree,9,4,6,6,5,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,7,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,7,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree
